0,267,390,runner1
1,284,401,runner2
2,297,417,runner3
3,316,433,runner4
4,334,457,runner5
5,978,1109,runner6
6,1006,1138,runner7
7,1022,1152,runner8
8,1035,1167,runner9
9,1048,1176,runner10
10,1064,1194,runner11
11,1078,1205,runner12
12,1431,1563,runner13
13,1443,1578,runner14
14,1455,1585,runner15
15,1472,1606,runner16
16,1487,1623,runner17
17,4610,4739,runner1
18,4627,4754,runner2
19,4640,4764,runner3
20,4654,4781,runner4
21,4670,4796,runner5
22,5438,5569,runner6
23,5456,5587,runner7
24,5470,5600,runner8
25,5480,5615,runner9
26,5494,5625,runner10
27,5510,5642,runner11
28,5522,5650,runner12
29,5982,6116,runner13
30,5993,6129,runner14
31,6004,6134,runner15
32,6018,6151,runner16
33,6031,6159,runner17
34,7209,7366,runner18
35,7230,7388,runner19
36,7327,7467,runner20
37,8037,8205,runner21
38,8053,8224,runner22
39,9025,9154,runner1
40,9041,9166,runner2
41,9055,9181,runner3
42,9068,9197,runner4
43,9083,9210,runner5
44,9958,10093,runner6
45,9975,10107,runner7
46,9992,10120,runner8
47,9997,10132,runner9
48,10012,10141,runner10
49,10026,10159,runner11
50,10040,10164,runner12
51,10673,10803,runner13
52,10683,10816,runner14
53,10692,10824,runner15
54,10705,10839,runner16
55,10721,10849,runner17
56,12432,12582,runner18
57,12452,12599,runner19
58,13255,13572,runner1
59,13475,13583,runner2
60,13488,13601,runner3
61,13498,13600,runner4
62,13515,13628,runner5
63,13734,13876,runner20
64,13871,14046,runner21
65,13892,14065,runner22
66,14491,14604,runner6
67,14528,14645,runner7
68,14546,14659,runner8
69,14553,14668,runner9
70,14565,14672,runner10
71,14602,14711,runner12
72,14640,14716,sprinter1
73,15311,15443,runner13
74,15327,15455,runner14
75,15340,15465,runner15
76,15354,15484,runner16
77,15380,15500,runner17
78,17174,17304,runner24
79,17182,17320,runner25
80,17191,17318,runner26
81,17199,17333,runner27
82,17206,17339,runner28
83,17308,17452,runner29
84,17781,17931,runner18
85,17800,17956,runner19
86,17923,18076,runner30
87,19744,19915,runner21
88,19763,19937,runner22
89,19909,20069,runner1
90,19927,20080,runner2
91,19941,20098,runner3
92,19959,20116,runner4
93,19971,20130,runner5
94,20253,20427,runner20
95,21035,21203,runner6
96,21058,21221,runner7
97,21078,21235,runner8
98,21088,21248,runner9
99,21108,21267,runner10
100,21127,21287,runner11
101,21140,21303,runner12
102,21723,21854,runner23
103,21750,21883,runner24
104,21770,21897,runner26
105,21784,21910,runner28
106,21795,21921,runner27
107,22009,22179,runner14
108,22025,22199,runner15
109,22048,22214,runner16
110,22062,22231,runner13
111,22085,22251,runner17
112,22155,22238,sprinter2
113,22727,22872,runner29
114,23193,23347,runner30
115,24393,24517,runner1
116,24413,24530,runner2
117,25082,25765,runner20
118,25652,25782,runner7
119,25666,25793,runner8
120,25672,25805,runner9
121,25684,25815,runner10
122,25701,25832,runner11
123,25716,25863,runner12
124,26233,26364,runner23
125,26284,26404,runner28
126,26292,26413,runner26
127,26305,26418,runner27
128,26693,26824,runner14
129,26703,26834,runner15
130,26720,26856,runner16
131,26735,26867,runner13
132,26759,26876,runner17
133,26808,26908,sprinter3
134,27938,28236,rugby1
135,28263,28412,runner30
136,28506,28882,rugby2
137,28730,28856,runner1
138,28745,28869,runner2
139,28766,28894,runner4
140,28781,28905,runner5
141,30104,30235,runner6
142,30121,30251,runner7
143,30138,30262,runner8
144,30143,30275,runner9
145,30157,30287,runner10
146,30169,30305,runner11
147,30186,30316,runner12
148,31363,31503,runner16
149,31364,31485,runner15
150,31380,31514,runner13
151,31393,31531,runner17
152,31514,31648,runner20
153,31738,31863,sprinter4
154,32502,33260,rugby3
155,33146,33273,runner2
156,33159,33286,runner3
157,33170,33298,runner4
158,33185,33313,runner5
159,34140,34293,runner18
160,34149,34312,runner19
161,34200,34793,sprinter5
162,34406,34478,sprinter6
163,34587,34716,runner6
164,34609,34741,runner7
165,34626,34755,runner8
166,34638,34764,runner9
167,34649,34780,runner10
168,34662,34789,runner11
169,34676,34802,runner12
170,36046,36187,runner14
171,36057,36201,runner15
172,36074,36212,runner13
173,36081,36225,runner17
174,36102,36239,runner16
175,36283,36451,runner22
176,36301,36470,runner21
177,36838,37111,runner23
178,36916,37188,runner24
179,36928,37198,runner25
180,36951,37213,runner26
181,36969,37237,runner28
182,37547,37664,runner1
183,37560,37676,runner3
184,37571,37663,runner2
185,37572,37670,runner4
186,37588,37693,runner5
187,37862,38036,runner20
188,38279,38581,runner29
189,38390,38468,sprinter7
190,39044,39156,runner6
191,39099,39212,runner7
192,39104,39225,runner9
193,39132,39249,runner10
194,39161,39277,runner11
195,39175,39283,runner12
196,39184,39312,runner8
197,39451,39603,runner18
198,39480,39638,runner19
199,40750,40874,runner14
200,40773,40883,runner13
201,40795,40930,runner17
202,41786,41920,runner24
203,41794,41928,runner26
204,41803,41945,runner25
205,41987,42127,runner28
206,42063,42204,runner27
207,42160,42318,runner22
208,42196,42368,runner21
209,42597,42738,runner30
210,42621,42747,runner20
211,43774,43921,runner29
212,43873,44038,runner2
213,43887,44050,runner3
214,43895,44065,runner4
215,43910,44075,runner5
216,43919,44091,runner1
217,45729,45888,runner9
218,45744,45904,runner6
219,45766,45924,runner10
220,45784,45931,runner12
221,45804,45954,runner8
222,45810,45970,runner11
223,46282,46410,runner23
224,46407,46541,runner24
225,46422,46554,runner26
226,46436,46573,runner25
227,46840,46976,runner28
228,47053,47189,runner27
229,47386,47544,runner13
230,47395,47560,runner15
231,47408,47772,runner18
232,47416,47574,runner14
233,47444,47838,runner19
234,47586,47729,runner30
235,47883,48478,runner2
236,48371,48493,runner3
237,48384,48508,runner4
238,48397,48523,runner5
239,48461,48589,runner1
240,48714,48808,sprinter8
241,49286,49436,runner29
242,49558,49704,runner20
243,49780,50115,runner21
244,49810,50145,runner22
245,50257,50383,runner9
246,50271,50400,runner6
247,50288,50418,runner10
248,50304,50431,runner12
249,50321,50443,runner8
250,50324,50455,runner11
251,50379,50503,runner7
252,51764,51876,sprinter9
253,52020,52152,runner13
254,52029,52164,runner15
255,52045,52179,runner14
256,52106,52223,sprinter10
257,52754,52871,runner2
258,52765,52878,runner3
259,52773,52893,runner4
260,52790,52913,runner5
261,52856,52980,runner1
262,54023,54398,runner23
263,54077,54429,runner25
264,54133,54431,runner24
265,54517,54838,runner30
266,54706,54936,runner26
267,54776,54905,runner9
268,54790,54921,runner6
269,54809,55009,runner10
